ID_Aluno;Nome_Completo;Data_Nascimento;Idade;Sexo;CPF;Telefone;Endereço;Bairro;Cidade;UF;Email;ID_Turma;Nome_Mãe;Nome_Pai;Data_Matrícula;Data_Rescisão
7546;Ana Luiza Barros;2012-06-09;12;F;50332304991;(11) 95467-4998;Rua Alameda Maria Vitória Duarte;Anhangabaú;São Paulo;SP;abarros@gmail.com;;Mariana Barros;Apollo Barros;2017-05-11;2022-07-12
7547;Yago Pinto;2017-07-20;7;M;91390527463;(11) 92842-7847;Avenida Rodovia da Rocha;Vila Olímpia;São Paulo;SP;yago647@terra.com.br;;Anna Liz Pinto;Diego Pinto;2017-10-18;2018-06-04
7548;Brenda Cassiano;2008-12-17;16;F;39108662812;(11) 97322-9798;Rua Parque das Neves;Sacomã;São Paulo;SP;bcassiano@bol.com.br;643;Ana Sophia Cassiano;Otávio Cassiano;2017-03-02;
7549;Rebeca Nogueira;2017-06-20;7;F;89378099300;(11) 92464-4811;Travessa Conjunto da Mota;Liberdade;São Paulo;SP;rebecanogueira@terra.com.br;;Olívia Nogueira;Luiz Henrique Nogueira;2017-06-21;2018-04-02
7550;Maysa Martins;2011-07-21;13;F;37148171532;(11) 96611-7849;Rua Vereda de da Conceição;Anhangabaú;São Paulo;SP;mmartins@uol.com.br;;Ágatha Martins;;2017-04-17;2021-02-27
7551;Maria Luísa Moura;2011-04-08;13;F;82863229643;(11) 91456-4018;Rua Esplanada Yuri Ramos;Sacomã;São Paulo;SP;mmoura@hotmail.com;634;Olívia Moura;João Moura;2017-05-16;
7552;Eduarda da Costa;2010-05-04;14;F;44731707201;(11) 91604-6200;Travessa Trecho de Farias;Luz;São Paulo;SP;eduarda.da costa@outlook.com;638;Carolina da Costa;Luiz Miguel da Costa;2017-10-09;
7553;Vitor Sousa;2007-11-12;17;M;77178927410;(11) 92224-2308;Avenida Viela Eloá Vasconcelos;Lapa;São Paulo;SP;vitorsousa@outlook.com;;Agatha Sousa;Luiz Otávio Sousa;2017-06-12;2017-12-31
7554;Mariana Martins;2016-09-11;8;F;38021303888;(11) 95148-4070;Avenida Residencial da Cunha;Vila Prudente;São Paulo;SP;mariana503@hotmail.com;621;Zoe Martins;Mateus Martins;2017-06-16;
7555;Bruno Lima;2014-02-17;10;M;53992218090;(11) 95258-4904;Travessa Morro de Siqueira;Vila Olímpia;São Paulo;SP;bruno.lima@gmail.com;626;Rebeca Lima;Otávio Lima;2017-09-30;
7556;Davi Miguel Brito;2018-06-15;6;M;32594766239;(11) 96752-5063;Alameda Esplanada Cavalcante;Liberdade;São Paulo;SP;davi miguelbrito@gmail.com;615;Bianca Brito;Luiz Gustavo Brito;2018-06-16;
7557;Joaquim Novais;2018-09-22;6;M;62972085050;(11) 97110-7296;Travessa Sítio de da Rocha;Sacomã;São Paulo;SP;joaquim302@terra.com.br;614;Esther Novais;Eduardo Novais;2018-09-23;
7558;Sofia da Rocha;2012-06-09;12;F;66697294929;(11) 97393-4958;Travessa Avenida de Barros;Liberdade;São Paulo;SP;sda rocha@uol.com.br;633;Ágatha da Rocha;Davi Miguel da Rocha;2017-10-16;
7559;Thomas Rocha;2015-04-29;9;M;07820901871;(11) 99481-9617;Alameda Esplanada Mendes;Morumbi;São Paulo;SP;trocha@gmail.com;623;Raquel Rocha;Mateus Rocha;2017-10-21;
7560;Isis Araújo;2014-06-23;10;F;97239037265;(11) 97498-9271;Avenida Vale da Mota;Vila Olímpia;São Paulo;SP;isis.araújo@outlook.com;627;Ana Laura Araújo;João Lucas Araújo;2017-08-19;
7561;Nina Mendes;2014-02-27;10;F;40064411862;(11) 98878-9408;Avenida Largo Lorenzo Costela;Butantã;São Paulo;SP;nina.mendes@uol.com.br;626;Ayla Mendes;Léo Mendes;2017-10-04;
7562;Alexia Pinto;2016-11-05;8;F;54348394702;(11) 97084-4118;Travessa Travessa de Pimenta;Luz;São Paulo;SP;apinto@bol.com.br;;Fernanda Pinto;Caleb Pinto;2017-05-25;2019-05-02
7563;Eduarda Azevedo;2008-01-16;16;F;41282566260;(11) 96088-7902;Rua Viaduto Moreira;Liberdade;São Paulo;SP;eduarda756@ig.com.br;645;Marina Azevedo;;2017-01-22;
7564;Ana Lívia da Cruz;2011-06-25;13;F;65192687688;(11) 93667-6748;Travessa Avenida Novais;Butantã;São Paulo;SP;ana lívia.da cruz@uol.com.br;634;Elisa da Cruz;Murilo da Cruz;2017-01-14;
7565;André Correia;2010-07-22;14;M;37314251423;(11) 96325-3926;Alameda Chácara de Cardoso;Anhangabaú;São Paulo;SP;andré.correia@gmail.com;638;Sofia Correia;Murilo Correia;2017-02-02;
7566;Olívia Jesus;2010-10-20;14;F;79084730276;(11) 95952-9750;Alameda Largo de Melo;Butantã;São Paulo;SP;ojesus@outlook.com;637;Luísa Jesus;Augusto Jesus;2017-06-01;
7567;Joaquim Cavalcante;2018-01-28;6;M;63136441308;(11) 97047-4277;Avenida Setor de Fernandes;Vila Prudente;São Paulo;SP;joaquim986@ig.com.br;614;Brenda Cavalcante;;2018-01-29;
7568;Maria Cecília Cavalcante;2008-03-28;16;F;22057148063;(11) 91154-8319;Avenida Trevo de Mendes;Vila Prudente;São Paulo;SP;maria cecília304@bol.com.br;645;Sophie Cavalcante;Caio Cavalcante;2017-12-28;
7569;Lara Brito;2011-11-29;13;F;29343906274;(11) 97845-5902;Rua Vale da Paz;Lapa;São Paulo;SP;lara.brito@outlook.com;636;Sophie Brito;Arthur Gabriel Brito;2017-04-01;
7570;Ian Castro;2012-05-31;12;M;20996769870;(11) 95621-8510;Travessa Praça de Souza;Vila Olímpia;São Paulo;SP;iancastro@gmail.com;633;Stella Castro;Arthur Gabriel Castro;2017-04-24;
7571;Hadassa Silva;2009-06-02;15;F;78597676978;(11) 99551-8850;Travessa Morro de Casa Grande;Butantã;São Paulo;SP;hadassasilva@uol.com.br;642;Luísa Silva;Rafael Silva;2017-04-09;
7572;Enrico Cavalcante;2007-09-05;17;M;83653621938;(11) 99266-9202;Rua Jardim Jesus;Anhangabaú;São Paulo;SP;enrico986@gmail.com;646;Heloísa Cavalcante;João Guilherme Cavalcante;2017-10-15;
7573;Yago Pacheco;2008-04-28;16;M;91887608930;(11) 98414-5728;Avenida Estrada Manuela Casa Grande;Morumbi;São Paulo;SP;yago.pacheco@outlook.com;;Eduarda Pacheco;Henry Gabriel Pacheco;2017-07-11;2021-04-01
7574;Calebe Mendonça;2013-08-30;11;M;55857063176;(11) 93520-5922;Avenida Estrada de Ribeiro;Perdizes;São Paulo;SP;calebemendonça@hotmail.com;;Olívia Mendonça;Davi Mendonça;2017-08-25;2024-04-11
7575;Maria Rezende;2010-01-11;14;F;29390679461;(11) 94396-3922;Travessa Colônia Davi Lucca Mendes;Anhangabaú;São Paulo;SP;maria.rezende@outlook.com;638;Sofia Rezende;Yago Rezende;2017-07-04;
7576;Davi Miguel Garcia;2008-06-05;16;M;55317738088;(11) 97750-2694;Avenida Avenida Samuel Costa;Anhangabaú;São Paulo;SP;davi miguel.garcia@ig.com.br;644;Brenda Garcia;Apollo Garcia;2017-11-18;
7577;Henry Azevedo;2019-03-27;5;M;35161205519;(11) 95783-2641;Avenida Fazenda de Araújo;Liberdade;São Paulo;SP;henry878@bol.com.br;633;Zoe Azevedo;Augusto Azevedo;2019-03-28;
7578;Bruno Lima;2013-06-18;11;M;66822192347;(11) 97624-2699;Rua Chácara Sarah Rezende;Vila Olímpia;São Paulo;SP;brunolima@bol.com.br;629;Brenda Lima;Davi Miguel Lima;2017-05-17;
7579;Heloísa Abreu;2011-01-09;13;F;84475137135;(11) 94833-4952;Alameda Avenida Luiz Miguel Rocha;Liberdade;São Paulo;SP;heloísaabreu@hotmail.com;636;Bianca Abreu;João Abreu;2017-06-02;
7580;Aylla Araújo;2007-08-07;17;F;02280666571;(11) 91784-1011;Travessa Chácara Câmara;Lapa;São Paulo;SP;ayllaaraújo@gmail.com;;Ágatha Araújo;Mateus Araújo;2017-08-09;2017-12-31
7581;Léo Castro;2013-01-23;11;M;58478631598;(11) 94573-6873;Travessa Esplanada Rodrigues;Perdizes;São Paulo;SP;lcastro@hotmail.com;629;Isis Castro;Luan Castro;2017-07-21;
7582;Gabriela Aragão;2018-04-23;6;F;86314823419;(11) 98085-5284;Rua Pátio Mendonça;Vila Prudente;São Paulo;SP;gabriela158@bol.com.br;614;Mirella Aragão;Luiz Miguel Aragão;2018-04-24;
7583;Vitor Gabriel Borges;2016-02-09;8;M;62120350905;(11) 98015-7798;Rua Quadra Maria da Costa;Vila Olímpia;São Paulo;SP;vitor gabriel920@ig.com.br;;Mariana Borges;Vitor Gabriel Borges;2017-09-21;2020-09-23
7584;João Gabriel Brito;2017-08-25;7;M;79313197716;(11) 92806-5316;Avenida Parque Ana Lívia Fogaça;Sacomã;São Paulo;SP;joão gabriel732@ig.com.br;616;Marina Brito;Enrico Brito;2017-08-26;
7585;Arthur Gabriel da Costa;2011-08-04;13;M;67679028229;(11) 94697-7216;Alameda Favela da Cunha;Luz;São Paulo;SP;arthur gabriel.da costa@outlook.com;635;Sofia da Costa;Joaquim da Costa;2017-05-01;
7586;Julia Rezende;2018-03-15;6;F;21241466830;(11) 95989-5527;Rua Jardim de Costa;Liberdade;São Paulo;SP;julia.rezende@bol.com.br;;Maria Luísa Rezende;Davi Miguel Rezende;2018-03-16;2022-05-16
7587;Henrique da Cruz;2011-09-16;13;M;78383822080;(11) 97248-6817;Alameda Colônia Aragão;Morumbi;São Paulo;SP;henrique393@ig.com.br;635;Sarah da Cruz;;2017-09-27;
7588;Maria Isis Mendes;2009-01-31;15;F;03191383062;(11) 96227-7296;Avenida Largo de Freitas;Liberdade;São Paulo;SP;maria isismendes@terra.com.br;640;Ana Luiza Mendes;João Gabriel Mendes;2017-08-16;
7589;Murilo Marques;2009-11-15;15;M;97510358929;(11) 95536-5877;Rua Vale de Siqueira;Sacomã;São Paulo;SP;murilo.marques@terra.com.br;640;Carolina Marques;Heitor Marques;2017-10-27;
7590;João Gabriel Pacheco;2016-06-03;8;M;41682309460;(11) 93130-7591;Rua Estrada Rezende;Morumbi;São Paulo;SP;joão gabriel667@hotmail.com;620;Raquel Pacheco;Apollo Pacheco;2017-03-11;
7591;Emanuelly Mendonça;2018-10-06;6;F;87844412150;(11) 96551-8753;Rua Viela Davi Miguel das Neves;Morumbi;São Paulo;SP;emendonça@uol.com.br;615;Juliana Mendonça;Benício Mendonça;2018-10-07;
7592;Eduarda Gomes;2019-02-04;5;F;83331940239;(11) 92107-6211;Avenida Alameda Maria Fernanda Almeida;Butantã;São Paulo;SP;eduarda141@uol.com.br;629;Raquel Gomes;Thiago Gomes;2019-02-05;
7593;Mateus Abreu;2009-02-15;15;M;29356165830;(11) 94110-6097;Rua Conjunto Lavínia Albuquerque;Lapa;São Paulo;SP;mateus35@outlook.com;641;Julia Abreu;Calebe Abreu;2017-04-02;
7594;Emanuel Novais;2012-01-13;12;M;28487171059;(11) 98054-9464;Travessa Largo Pires;Vila Prudente;São Paulo;SP;emanuel898@terra.com.br;632;Nina Novais;João Lucas Novais;2017-04-13;
7595;Heloisa Jesus;2019-05-25;5;F;83210753684;(11) 91332-4294;Rua Lagoa Natália Mendes;Lapa;São Paulo;SP;hjesus@hotmail.com;;Alexia Jesus;Pietro Jesus;2019-05-26;2017-12-31
7596;Levi Sampaio;2012-08-26;12;M;00756096054;(11) 92684-3765;Alameda Lago Samuel Sousa;Lapa;São Paulo;SP;levi.sampaio@uol.com.br;633;Bianca Sampaio;João Guilherme Sampaio;2017-02-09;
7597;Aylla Nunes;2019-04-10;5;F;31218181564;(11) 93559-9264;Rua Quadra de da Cruz;Luz;São Paulo;SP;aylla.nunes@gmail.com;;Sofia Nunes;Apollo Nunes;2019-04-11;2021-11-13
7598;Maria Fernanda da Costa;2008-01-24;16;F;61371479525;(11) 97508-2146;Travessa Praça Nunes;Anhangabaú;São Paulo;SP;maria fernanda.da costa@terra.com.br;644;Yasmin da Costa;Igor da Costa;2017-08-01;
7599;Gael Henrique Leão;2011-05-03;13;M;36949991034;(11) 99359-8829;Rua Morro Cavalcante;Anhangabaú;São Paulo;SP;gael henrique.leão@ig.com.br;634;Caroline Leão;Raul Leão;2017-06-23;
7600;Maria Fernanda da Cruz;2015-05-30;9;F;43387004035;(11) 99143-1645;Rua Rodovia Noah Marques;Butantã;São Paulo;SP;maria fernanda.da cruz@uol.com.br;;Brenda da Cruz;Igor da Cruz;2017-02-27;2022-12-18
7601;João Lucas Jesus;2012-12-14;12;M;06715855146;(11) 99753-3552;Avenida Setor Luiz Miguel Nascimento;Butantã;São Paulo;SP;joão lucas998@uol.com.br;633;Isabella Jesus;Henry Gabriel Jesus;2017-02-10;
7602;Cauã Aragão;2010-08-01;14;M;56592852112;(11) 91470-7813;Travessa Trecho Rios;Vila Olímpia;São Paulo;SP;cauã775@bol.com.br;;Alícia Aragão;Heitor Aragão;2017-12-26;2021-11-28
7603;Ana Sophia Rocha;2018-02-03;6;F;42148534415;(11) 95912-3550;Alameda Trevo Elisa Barros;Lapa;São Paulo;SP;ana sophiarocha@bol.com.br;613;Ana Liz Rocha;João Guilherme Rocha;2018-02-04;
7604;Mirella da Costa;2012-01-07;12;F;93686028396;(11) 91046-7167;Alameda Trecho de Azevedo;Sacomã;São Paulo;SP;mirella418@outlook.com;632;Fernanda da Costa;Augusto da Costa;2017-09-21;
7605;Luan Araújo;2016-05-25;8;M;39886133934;(11) 95396-1191;Rua Largo Isabel Ribeiro;Perdizes;São Paulo;SP;laraújo@hotmail.com;621;Bárbara Araújo;Heitor Araújo;2017-09-12;
7606;Calebe Rezende;2019-05-29;5;M;94039900418;(11) 94872-2609;Avenida Jardim Aurora Casa Grande;Lapa;São Paulo;SP;calebe.rezende@ig.com.br;648;Stella Rezende;Paulo Rezende;2019-05-30;
7607;Alana Peixoto;2010-04-08;14;F;92758383433;(11) 96860-7568;Avenida Jardim Barbosa;Perdizes;São Paulo;SP;alana.peixoto@outlook.com;638;Manuela Peixoto;Joaquim Peixoto;2017-08-01;
7608;Ana Luiza Pacheco;2019-01-12;5;F;46790179719;(11) 97698-6135;Alameda Rua Garcia;Vila Olímpia;São Paulo;SP;ana luizapacheco@terra.com.br;621;Ágatha Pacheco;Murilo Pacheco;2019-01-13;
7609;Sofia da Rocha;2013-05-09;11;F;91311331499;(11) 94064-7245;Avenida Residencial Antony Viana;Morumbi;São Paulo;SP;sofiada rocha@gmail.com;629;Maria Fernanda da Rocha;;2017-05-14;
7610;Zoe Moura;2008-03-27;16;F;90235869065;(11) 91550-5068;Alameda Trevo Cecilia Teixeira;Vila Prudente;São Paulo;SP;zoemoura@terra.com.br;643;Mirella Moura;Davi Miguel Moura;2017-08-03;
7611;Ágatha da Mota;2007-12-13;17;F;17568043332;(11) 94628-6016;Alameda Parque Marcela Aparecida;Morumbi;São Paulo;SP;ágatha.da mota@outlook.com;;Isis da Mota;Henry da Mota;2017-11-22;2017-12-31
7612;Ian Araújo;2016-05-23;8;M;44048434342;(11) 97521-3354;Alameda Praça Mendonça;Vila Olímpia;São Paulo;SP;ian382@gmail.com;620;Ana Julia Araújo;João Vitor Araújo;2017-08-13;
7613;Rafael Cunha;2009-02-15;15;M;93318311091;(11) 97407-3318;Avenida Area José Miguel Montenegro;Morumbi;São Paulo;SP;rafael774@gmail.com;641;Ágatha Cunha;Paulo Cunha;2017-08-22;
7614;Vitor Gabriel Gomes;2015-10-12;9;M;38298409371;(11) 96283-1959;Alameda Lagoa de Rios;Butantã;São Paulo;SP;vitor gabrielgomes@outlook.com;623;Anna Liz Gomes;Caleb Gomes;2017-01-21;
7615;Heloísa Araújo;2008-04-30;16;F;69852787720;(11) 92629-3257;Alameda Area de Porto;Anhangabaú;São Paulo;SP;heloísa766@bol.com.br;644;Laís Araújo;Yago Araújo;2017-06-26;
7616;Apollo Borges;2013-05-08;11;M;03342144397;(11) 97952-6774;Avenida Viela da Cruz;Perdizes;São Paulo;SP;apollo869@ig.com.br;;Sofia Borges;Raul Borges;2017-04-09;2023-11-05
7617;Brenda Montenegro;2008-09-04;16;F;64269144609;(11) 93436-8070;Avenida Lagoa de Albuquerque;Vila Prudente;São Paulo;SP;brenda989@bol.com.br;643;Maria Liz Montenegro;Davi Montenegro;2017-02-05;
7618;Raul Nascimento;2016-05-14;8;M;59956901520;(11) 99191-3586;Rua Viela Souza;Anhangabaú;São Paulo;SP;rnascimento@hotmail.com;620;Allana Nascimento;Henry Nascimento;2017-08-02;
7619;Emanuel Cunha;2008-06-17;16;M;29889242357;(11) 96247-6405;Alameda Recanto Ayla Cavalcanti;Sacomã;São Paulo;SP;ecunha@ig.com.br;643;Eloah Cunha;Luiz Henrique Cunha;2017-11-19;
7620;João Lucas Campos;2013-04-06;11;M;26537029648;(11) 95840-8427;Travessa Rodovia Silva;Liberdade;São Paulo;SP;joão lucas549@outlook.com;629;Maria Luísa Campos;Luiz Henrique Campos;2017-04-16;
7621;Theo Pinto;2018-06-20;6;M;34169217445;(11) 96663-9029;Rua Sítio Sá;Lapa;São Paulo;SP;tpinto@terra.com.br;615;Mirella Pinto;;2018-06-21;
7622;Brenda Cunha;2012-03-15;12;F;99998635901;(11) 93772-7186;Avenida Loteamento de Borges;Sacomã;São Paulo;SP;bcunha@bol.com.br;631;Agatha Cunha;Davi Miguel Cunha;2017-09-08;
7623;Thales Aragão;2018-12-03;6;M;50664242832;(11) 91517-9274;Alameda Passarela Raquel Moraes;Morumbi;São Paulo;SP;thalesaragão@bol.com.br;614;Laís Aragão;Luiz Miguel Aragão;2018-12-04;
7624;Otto Siqueira;2008-04-01;16;M;38165087289;(11) 99561-4419;Rua Condomínio Aylla Fonseca;Morumbi;São Paulo;SP;otto.siqueira@outlook.com;644;Yasmin Siqueira;Calebe Siqueira;2017-05-11;
7625;Ian Pacheco;2017-06-09;7;M;36522353568;(11) 94211-4305;Avenida Pátio Leão;Butantã;São Paulo;SP;ian316@outlook.com;618;Maysa Pacheco;Gael Henrique Pacheco;2017-09-04;
7626;Pietro Aragão;2014-02-15;10;M;63398198016;(11) 97068-5989;Avenida Area Rhavi Leão;Luz;São Paulo;SP;pietroaragão@bol.com.br;626;Ana Lívia Aragão;Cauã Aragão;2017-07-31;
7627;Murilo Brito;2018-08-14;6;M;42088857746;(11) 96394-9472;Rua Pátio Arthur Fernandes;Sacomã;São Paulo;SP;murilo908@ig.com.br;615;Brenda Brito;João Brito;2018-08-15;
7628;Enrico Araújo;2014-03-26;10;M;58540091460;(11) 98842-3182;Rua Vila Jesus;Lapa;São Paulo;SP;enrico.araújo@gmail.com;625;Heloísa Araújo;Vitor Gabriel Araújo;2017-05-15;
7629;Yuri Leão;2008-10-21;16;M;42670959910;(11) 91354-5973;Avenida Loteamento de Leão;Vila Olímpia;São Paulo;SP;yuri790@terra.com.br;;Alexia Leão;Juan Leão;2017-11-26;2019-06-16
7630;Luna Siqueira;2019-03-21;5;F;41540976968;(11) 95251-8637;Alameda Núcleo Dom Moraes;Vila Prudente;São Paulo;SP;lunasiqueira@outlook.com;615;Gabriela Siqueira;Benjamin Siqueira;2019-03-22;
7631;Vitor Moreira;2009-03-11;15;M;57391685458;(11) 96182-4478;Travessa Campo José Miguel Barros;Butantã;São Paulo;SP;vmoreira@outlook.com;641;Maria Cecília Moreira;Levi Moreira;2017-05-24;
7632;Luiz Miguel Sousa;2018-10-17;6;M;16820252262;(11) 94450-9032;Travessa Travessa Manuella Sousa;Anhangabaú;São Paulo;SP;luiz miguel.sousa@outlook.com;615;Heloísa Sousa;Pietro Sousa;2018-10-18;
7633;Enrico Jesus;2018-02-10;6;M;15586694499;(11) 92344-4638;Alameda Parque de Pacheco;Morumbi;São Paulo;SP;enricojesus@terra.com.br;613;Maria Fernanda Jesus;Eduardo Jesus;2018-02-11;
7634;Aylla Peixoto;2013-03-29;11;F;74303215132;(11) 91344-8197;Alameda Travessa Natália Pires;Liberdade;São Paulo;SP;ayllapeixoto@outlook.com;628;Vitória Peixoto;Otto Peixoto;2017-04-21;
7635;Arthur Gabriel Albuquerque;2014-09-08;10;M;98787680907;(11) 93070-6894;Alameda Chácara Oliveira;Anhangabaú;São Paulo;SP;arthur gabriel387@ig.com.br;626;Olívia Albuquerque;Henry Albuquerque;2017-05-29;
7636;Pietro Ramos;2012-07-04;12;M;09705982454;(11) 91059-1538;Avenida Vereda Cauã da Luz;Sacomã;São Paulo;SP;pietroramos@hotmail.com;;Ana Lívia Ramos;Calebe Ramos;2017-03-23;2019-12-04
7637;Eduarda Pacheco;2015-11-29;9;F;23266473619;(11) 94207-5002;Rua Estação Teixeira;Butantã;São Paulo;SP;eduarda.pacheco@uol.com.br;622;Mirella Pacheco;João Pacheco;2017-05-22;
7638;Vitor Gabriel Nunes;2011-07-31;13;M;94135698128;(11) 94258-3514;Rua Praça da Cunha;Luz;São Paulo;SP;vitor gabriel.nunes@gmail.com;636;Carolina Nunes;Luiz Gustavo Nunes;2017-07-25;
7639;Marcos Vinicius Silva;2009-01-02;15;M;32049115246;(11) 95506-5965;Avenida Lago Jade Pastor;Perdizes;São Paulo;SP;marcos vinicius931@terra.com.br;;Mariana Silva;Bernardo Silva;2017-01-02;2017-12-19
7640;Raquel Moraes;2018-05-29;6;F;92996434160;(11) 98970-2915;Avenida Residencial Gomes;Luz;São Paulo;SP;raquelmoraes@terra.com.br;614;Allana Moraes;Daniel Moraes;2018-05-30;
7641;Pietro Viana;2009-11-08;15;M;46868307603;(11) 96353-5834;Alameda Chácara de Oliveira;Lapa;São Paulo;SP;pietro320@ig.com.br;641;Maysa Viana;Carlos Eduardo Viana;2017-02-09;
7642;Raquel Guerra;2017-04-25;7;F;48369894744;(11) 95048-8509;Alameda Quadra Rodrigues;Vila Olímpia;São Paulo;SP;raquel.guerra@uol.com.br;616;Lara Guerra;João Felipe Guerra;2017-11-10;
7643;João Mendes;2015-03-24;9;M;04517938578;(11) 94310-8803;Rua Viaduto Cecilia Câmara;Morumbi;São Paulo;SP;joãomendes@uol.com.br;623;Caroline Mendes;Cauã Mendes;2017-11-01;
7644;Bruno Guerra;2017-02-26;7;M;51057386900;(11) 96682-3868;Alameda Estação Correia;Anhangabaú;São Paulo;SP;bruno.guerra@hotmail.com;618;Anna Liz Guerra;Eduardo Guerra;2017-02-27;
7645;Henry Gabriel Cassiano;2007-07-21;17;M;19336119473;(11) 95685-5083;Avenida Recanto Noah Ramos;Butantã;São Paulo;SP;henry gabriel202@hotmail.com;;Esther Cassiano;Enzo Gabriel Cassiano;2017-03-10;2017-12-31
7646;Raul Aragão;2016-04-01;8;M;78636649493;(11) 91807-2073;Avenida Passarela Amanda Cavalcante;Luz;São Paulo;SP;raularagão@hotmail.com;619;Mariana Aragão;Davi Miguel Aragão;2017-06-28;
7647;Esther Souza;2016-08-08;8;F;22660946711;(11) 94451-6741;Avenida Aeroporto da Rosa;Perdizes;São Paulo;SP;esouza@terra.com.br;621;Mariana Souza;João Gabriel Souza;2017-07-09;
7648;João Albuquerque;2017-12-19;7;M;31453656054;(11) 91090-1449;Alameda Area de Cunha;Morumbi;São Paulo;SP;joão.albuquerque@terra.com.br;618;Sofia Albuquerque;Juan Albuquerque;2017-12-20;
7649;Juan Viana;2017-09-02;7;M;85311832733;(11) 95789-6648;Travessa Alameda Cunha;Perdizes;São Paulo;SP;juan.viana@ig.com.br;617;Maria Cecília Viana;Arthur Viana;2017-09-03;
7650;Thiago Araújo;2016-06-08;8;M;71174911888;(11) 95299-6527;Rua Estação de Santos;Liberdade;São Paulo;SP;thiago.araújo@bol.com.br;621;Elisa Araújo;Thomas Araújo;2017-04-23;
7651;Eduardo Gomes;2012-09-28;12;M;48721218559;(11) 92809-2657;Avenida Favela Aylla Cardoso;Butantã;São Paulo;SP;eduardogomes@outlook.com;633;Hellena Gomes;Murilo Gomes;2017-11-11;
7652;Paulo Cavalcante;2015-08-11;9;M;79072757518;(11) 93332-7364;Avenida Pátio Enrico Camargo;Sacomã;São Paulo;SP;paulo866@gmail.com;623;Ana Liz Cavalcante;Bruno Cavalcante;2017-03-25;
7653;Henrique da Luz;2014-02-02;10;M;49486303782;(11) 91660-7267;Travessa Aeroporto da Cruz;Sacomã;São Paulo;SP;henrique608@hotmail.com;627;Ayla da Luz;;2017-09-09;
7654;Hadassa Nogueira;2017-06-04;7;F;58568119750;(11) 96963-2044;Alameda Viela Bella Montenegro;Sacomã;São Paulo;SP;hnogueira@ig.com.br;;Milena Nogueira;Rafael Nogueira;2017-07-16;2022-08-30
7655;Maria Liz Araújo;2015-05-27;9;F;55910552910;(11) 98609-2967;Rua Viaduto Azevedo;Anhangabaú;São Paulo;SP;maria lizaraújo@terra.com.br;623;Hadassa Araújo;Levi Araújo;2017-05-31;
7656;Murilo Cassiano;2014-02-26;10;M;17586973258;(11) 93444-5216;Rua Viaduto de Azevedo;Morumbi;São Paulo;SP;mcassiano@bol.com.br;627;Maria Fernanda Cassiano;Calebe Cassiano;2017-03-14;
7657;Lucca Pinto;2015-12-06;9;M;49193105964;(11) 93592-8553;Avenida Rodovia Teixeira;Vila Prudente;São Paulo;SP;lucca.pinto@outlook.com;622;Heloísa Pinto;Bruno Pinto;2017-02-04;
7658;Alícia Gomes;2008-05-08;16;F;72689094459;(11) 98894-6391;Avenida Alameda de Costela;Anhangabaú;São Paulo;SP;agomes@hotmail.com;643;Eduarda Gomes;Gustavo Henrique Gomes;2017-06-26;
7659;Hadassa Viana;2015-01-22;9;F;92688683135;(11) 95815-7973;Alameda Fazenda Heloísa Rezende;Vila Olímpia;São Paulo;SP;hadassa.viana@gmail.com;623;Allana Viana;João Viana;2017-06-04;
7660;Otto Viana;2016-01-18;8;M;39548464330;(11) 92829-7339;Avenida Estação Natália Barbosa;Anhangabaú;São Paulo;SP;otto951@ig.com.br;621;Aylla Viana;Igor Viana;2017-08-13;
7661;Igor Cirino;2015-03-18;9;M;75189236225;(11) 93516-3167;Rua Trecho Olívia da Mota;Butantã;São Paulo;SP;igorcirino@gmail.com;;Gabriela Cirino;Augusto Cirino;2017-02-27;2024-08-14
7662;Maria Luísa da Rocha;2011-06-11;13;F;25645514646;(11) 98174-9225;Travessa Residencial de Pimenta;Sacomã;São Paulo;SP;maria luísa319@bol.com.br;636;Nina da Rocha;;2017-03-12;
7663;Paulo Mendes;2007-12-31;17;M;09302151517;(11) 98111-6567;Avenida Trevo de da Mota;Lapa;São Paulo;SP;paulo.mendes@gmail.com;;Marina Mendes;Apollo Mendes;2017-03-04;2017-12-31
7664;Anna Liz Guerra;2019-04-06;5;F;25084234769;(11) 92426-9333;Travessa Favela Catarina Porto;Sacomã;São Paulo;SP;anna lizguerra@outlook.com;;Juliana Guerra;Bruno Guerra;2019-04-07;2020-07-21
7665;Vitor Gabriel Carvalho;2015-09-02;9;M;06009273985;(11) 93765-1074;Alameda Viaduto Costa;Butantã;São Paulo;SP;vcarvalho@ig.com.br;624;Alexia Carvalho;Juan Carvalho;2017-08-31;
7666;Bárbara Guerra;2009-04-09;15;F;15424264438;(11) 95898-6981;Rua Conjunto Manuela Sales;Anhangabaú;São Paulo;SP;bguerra@ig.com.br;642;Gabriela Guerra;André Guerra;2017-04-02;
7667;Maria Luísa Siqueira;2011-05-15;13;F;14286054597;(11) 95148-2129;Alameda Trecho Pires;Butantã;São Paulo;SP;maria luísasiqueira@outlook.com;635;Vitória Siqueira;Eduardo Siqueira;2017-06-14;
7668;Yago Araújo;2011-07-08;13;M;22989935204;(11) 92859-5702;Travessa Feira de Aragão;Liberdade;São Paulo;SP;yago.araújo@ig.com.br;636;Bianca Araújo;Thomas Araújo;2017-10-24;
